operatetime,_c1
2021042213,23495
2021042212,9746
2021042211,28875
2021042210,42932
2021042209,63807
2021042208,69959
2021042207,4055
2021042206,284
2021042205,105
2021042204,12
2021042203,81
2021042202,26
2021042201,112
2021042200,120
2021042123,515
2021042122,724
2021042121,1491
2021042120,2412
2021042119,5162
2021042118,11897
2021042117,28920
2021042116,42477
2021042115,47174
2021042114,56451
2021042113,23790
2021042112,10200
2021042111,28561
2021042110,42684
2021042109,62657
2021042108,71439
2021042107,4307
2021042106,285
2021042105,29
2021042104,13
2021042103,9
2021042102,21
2021042101,43
2021042100,128
2021042023,359
2021042022,840
2021042021,1585
2021042020,2910
2021042019,5914
2021042018,14128
2021042017,32534
2021042016,45835
2021042015,50251
2021042014,57649
2021042013,24967
2021042012,10687
2021042011,31369
2021042010,45615
2021042009,65299
2021042008,74477
2021042007,4610
2021042006,314
2021042005,84
2021042004,7
2021042003,55
2021042002,29
2021042001,100
2021042000,154
2021041923,382
2021041922,818
2021041921,1578
2021041920,2797
2021041919,5756
2021041918,13220
2021041917,32885
2021041916,45713
2021041915,52085
2021041914,60896
2021041913,26330
2021041912,10791
2021041911,33465
2021041910,50266
2021041909,71235
2021041908,74499
2021041907,4573
2021041906,288
2021041905,106
2021041904,5
2021041903,84
2021041902,26
2021041901,111
2021041900,90
2021041823,340
2021041822,484
2021041821,817
2021041820,972
2021041819,1266
2021041818,1936
2021041817,3272
2021041816,3904
2021041815,4230
2021041814,3646
2021041813,2094
2021041812,1865
2021041811,3120
2021041810,4425
2021041809,5322
2021041808,4374
2021041807,484
2021041806,74
2021041805,84
2021041804,4
2021041803,73
2021041802,18
2021041801,104
2021041800,110
2021041723,284
2021041722,380
2021041721,639
2021041720,797
2021041719,1130
2021041718,1752
2021041717,2988
2021041716,3417
2021041715,3805
2021041714,3282
2021041713,2355
2021041712,2203
2021041711,4213
2021041710,5613
2021041709,6880
2021041708,5316
2021041707,814
2021041706,106
2021041705,87
2021041704,6
2021041703,87
2021041702,16
2021041701,106
2021041700,114
2021041623,400
2021041622,653
2021041621,1232
2021041620,2119
2021041619,5156
2021041618,11942
2021041617,29240
2021041616,40852
2021041615,46492
2021041614,52688
2021041613,23369
2021041612,10335
2021041611,29298
2021041610,42896
2021041609,60628
2021041608,66138
2021041607,4329
2021041606,288
2021041605,109
2021041604,62
2021041603,92
2021041602,23
2021041601,105
2021041600,127
2021041523,488
2021041522,876
2021041521,1492
2021041520,2581
2021041519,4930
2021041518,11242
2021041517,29379
2021041516,41787
2021041515,47689
2021041514,53925
2021041513,23181
2021041512,9493
2021041511,28319
2021041510,42583
2021041509,62660
2021041508,70050
2021041507,4197
2021041506,348
2021041505,106
2021041504,12
2021041503,87
2021041502,35
2021041501,158
2021041500,145
2021041423,455
2021041422,781
2021041421,1446
2021041420,2417
2021041419,4688
2021041418,11279
2021041417,28212
2021041416,41579
2021041415,46894
2021041414,53879
2021041413,23723
2021041412,9828
2021041411,28856
2021041410,42187
2021041409,62920
2021041408,70298
2021041407,4461
2021041406,386
2021041405,170
2021041404,86
2021041403,158
2021041402,97
2021041401,195
2021041400,218
2021041323,501
2021041322,728
2021041321,1544
2021041320,2449
2021041319,5113
2021041318,12143
2021041317,29792
2021041316,42654
2021041315,49091
2021041314,57823
2021041313,24991
2021041312,10591
2021041311,32272
2021041310,47524
2021041309,69255
2021041308,75244
2021041307,4700
2021041306,351
2021041305,153
2021041304,58
2021041303,103
2021041302,52
2021041301,167
2021041300,255
2021041223,631
2021041222,1151
2021041221,2159
2021041220,3435
2021041219,7242
2021041218,16610
2021041217,43216
2021041216,60167
2021041215,66765
2021041214,75485
2021041213,33853
2021041212,16041
2021041211,45736
2021041210,64812
2021041209,88840
2021041208,85535
2021041207,6017
2021041206,380
2021041205,140
2021041204,39
2021041203,119
2021041202,42
2021041201,153
2021041200,140
2021041123,481
2021041122,791
2021041121,1048
2021041120,1235
2021041119,1593
2021041118,2285
2021041117,3706
2021041116,3998
2021041115,4423
2021041114,3835
2021041113,2753
2021041112,2203
2021041111,3761
2021041110,4757
2021041109,5616
2021041108,4005
2021041107,541
2021041106,126
2021041105,48
2021041104,52
2021041103,44
2021041102,58
2021041101,400
2021041100,189
2021041023,319
2021041022,544
2021041021,1045
2021041020,1242
2021041019,2254
2021041018,2530
2021041017,4923
2021041016,5410
2021041015,6392
2021041014,4960
2021041013,4284
2021041012,3526
2021041011,6976
2021041010,8469
2021041009,9849
2021041008,7552
2021041007,1658
2021041006,144
2021041005,732
2021041004,32
2021041003,729
2021041002,64
2021041001,790
2021041000,219
2021040923,1210
2021040922,1003
2021040921,2411
2021040920,2933
2021040919,6959
2021040918,16196
2021040917,41510
2021040916,56892
2021040915,62368
2021040914,67505
2021040913,31088
2021040912,13775
2021040911,41849
2021040910,58465
2021040909,77421
2021040908,85302
2021040907,6714
2021040906,434
2021040905,789
2021040904,58
2021040903,751
2021040902,59
2021040901,799
2021040900,234
2021040823,1279
2021040822,1065
2021040821,2591
2021040820,3319
2021040819,7074
2021040818,15830
2021040817,41380
2021040816,57829
2021040815,63267
2021040814,70190
2021040813,30825
2021040812,13409
2021040811,41981
2021040810,59499
2021040809,83462
2021040808,84378
2021040807,5423
2021040806,417
2021040805,792
2021040804,103
2021040803,714
2021040802,67
2021040801,643
2021040800,209
2021040723,546
2021040722,1172
2021040721,2737
2021040720,3702
2021040719,7690
2021040718,16390
2021040717,42218
2021040716,58706
2021040715,65302
2021040714,71934
2021040713,32258
2021040712,13548
2021040711,42700
2021040710,59932
2021040709,81855
2021040708,89382
2021040707,6663
2021040706,417
2021040705,815
2021040704,59
2021040703,762
2021040702,79
2021040701,823
2021040700,297
2021040623,1459
2021040622,1375
2021040621,2806
2021040620,3256
2021040619,7295
2021040618,15751
2021040617,42709
2021040616,59515
2021040615,67481
2021040614,74325
2021040613,33773
2021040612,13706
2021040611,44910
2021040610,64215
2021040609,86943
2021040608,89606
2021040607,6359
2021040606,403
2021040605,763
2021040604,29
2021040603,748
2021040602,51
2021040601,769
2021040600,206
2021040523,1142
2021040522,764
2021040521,1918
2021040520,1462
2021040519,2480
2021040518,2397
2021040517,4457
2021040516,4057
2021040515,4806
2021040514,3681
2021040513,3026
2021040512,2206
2021040511,4094
2021040510,4503
2021040509,6024
2021040508,4187
2021040507,1296
2021040506,142
2021040505,759
2021040504,32
2021040503,742
2021040502,48
2021040501,779
2021040500,155
2021040423,991
2021040422,577
2021040421,1573
2021040420,905
2021040419,1892
2021040418,1640
2021040417,3443
2021040416,3060
2021040415,3619
2021040414,2956
2021040413,2919
2021040412,1993
2021040411,3968
2021040410,4377
2021040409,5605
2021040408,4278
2021040407,1331
2021040406,176
2021040405,774
2021040404,31
2021040403,764
2021040402,46
2021040401,801
2021040400,242
2021040323,1240
2021040322,949
2021040321,2131
2021040320,1732
2021040319,2586
2021040318,2598
2021040317,5007
2021040316,4843
2021040315,5711
2021040314,4810
2021040313,3896
2021040312,3171
2021040311,6031
2021040310,6299
2021040309,7879
2021040308,5039
2021040307,1424
2021040306,203
2021040305,759
2021040304,50
2021040303,742
2021040302,62
2021040301,830
2021040300,228
2021040223,1342
2021040222,1272
2021040221,2610
2021040220,2953
2021040219,6447
2021040218,13981
2021040217,37009
2021040216,51969
2021040215,56135
2021040214,62951
2021040213,28572
2021040212,13407
2021040211,37528
2021040210,51435
2021040209,71361
2021040208,78726
2021040207,5750
2021040206,353
2021040205,792
2021040204,56
2021040203,771
2021040202,76
2021040201,840
2021040200,301
2021040123,1363
2021040122,1312
2021040121,2628
2021040120,2981
2021040119,6697
2021040118,13692
2021040117,37820
2021040116,52238
2021040115,57533
2021040114,63735
2021040113,28658
2021040112,12309
2021040111,38503
2021040110,54225
2021040109,74389
2021040108,80518
2021040107,5903
2021040106,459
2021040105,797
2021040104,81
2021040103,822
2021040102,92
2021040101,894
2021040100,316
2021033123,1699
2021033122,2019
2021033121,3444
2021033120,4408
2021033119,9183
2021033118,19096
2021033117,44554
2021033116,58695
2021033115,63384
2021033114,73445
2021033113,33274
2021033112,15077
2021033111,43917
2021033110,59770
2021033109,80636
2021033108,86790
2021033107,6384
2021033106,459
2021033105,798
2021033104,77
2021033103,773
2021033102,99
2021033101,823
2021033100,358
2021033023,1598
2021033022,1676
2021033021,3369
2021033020,4338
2021033019,8817
2021033018,17712
2021033017,44320
2021033016,59738
2021033015,67436
2021033014,74154
2021033013,33779
2021033012,14821
2021033011,44463
2021033010,60789
2021033009,82842
2021033008,87991
2021033007,6511
2021033006,411
2021033005,801
2021033004,69
2021033003,740
2021033002,119
2021033001,800
2021033000,287
2021032923,1581
2021032922,1565
2021032921,3766
2021032920,4446
2021032919,8937
2021032918,18432
2021032917,46137
2021032916,62813
2021032915,70237
2021032914,77112
2021032913,34732
2021032912,15539
2021032911,46703
2021032910,65991
2021032909,90850
2021032908,90620
2021032907,5966
2021032906,402
2021032905,257
2021032904,170
2021032903,232
2021032902,111
2021032901,288
2021032900,381
2021032823,730
2021032822,1035
2021032821,1560
2021032820,1930
2021032819,2062
2021032818,2738
2021032817,4059
2021032816,4511
2021032815,4836
2021032814,4180
2021032813,3303
2021032812,2655
2021032811,4256
2021032810,5329
2021032809,6017
2021032808,4240
2021032807,1258
2021032806,130
2021032805,723
2021032804,42
2021032803,729
2021032802,69
2021032801,783
2021032800,242
2021032723,1103
2021032722,873
2021032721,1882
2021032720,1520
2021032719,2643
2021032718,2962
2021032717,5348
2021032716,5389
2021032715,6486
2021032714,5478
2021032713,4691
2021032712,3668
2021032711,7101
2021032710,8849
2021032709,10364
2021032708,7280
2021032707,1655
2021032706,187
2021032705,745
2021032704,73
2021032703,727
2021032702,92
2021032701,838
2021032700,330
2021032623,1306
2021032622,1268
2021032621,2679
2021032620,3356
2021032619,7280
2021032618,16269
2021032617,42963
2021032616,57392
2021032615,63398
2021032614,68762
2021032613,32850
2021032612,15231
2021032611,43028
2021032610,59325
2021032609,80050
2021032608,85091
2021032607,6156
2021032606,454
2021032605,812
2021032604,282
2021032603,800
2021032602,177
2021032601,973
2021032600,768
2021032523,1489
2021032522,1585
2021032521,3060
2021032520,3954
2021032519,7900
2021032518,17227
2021032517,43045
2021032516,60047
2021032515,64648
2021032514,71839
2021032513,32510
2021032512,13941
2021032511,42356
2021032510,59117
2021032509,80417
2021032508,86142
2021032507,5980
2021032506,473
2021032505,748
2021032504,74
2021032503,725
2021032502,93
2021032501,786
2021032500,266
2021032423,1355
2021032422,1356
2021032421,3014
2021032420,3711
2021032419,7673
2021032418,17080
2021032417,43255
2021032416,58956
2021032415,63554
2021032414,71802
2021032413,32180
2021032412,13689
2021032411,43345
2021032410,60086
2021032409,81421
2021032408,88276
2021032407,6159
2021032406,410
2021032405,727
2021032404,43
2021032403,710
2021032402,72
2021032401,764
2021032400,286
2021032323,1378
2021032322,1516
2021032321,3023
2021032320,3836
2021032319,7904
2021032318,17695
2021032317,43831
2021032316,59659
2021032315,65433
2021032314,71641
2021032313,33550
2021032312,14754
2021032311,44898
2021032310,62120
2021032309,83514
2021032308,89679
2021032307,6309
2021032306,401
2021032305,720
2021032304,54
2021032303,709
2021032302,88
2021032301,777
2021032300,292
2021032223,1271
2021032222,1352
2021032221,2997
2021032220,3787
2021032219,8260
2021032218,17901
2021032217,45557
2021032216,62238
2021032215,69920
2021032214,78415
2021032213,35285
2021032212,15474
2021032211,47995
2021032210,66825
2021032209,90043
2021032208,89479
2021032207,6207
2021032206,364
2021032205,697
2021032204,57
2021032203,670
2021032202,53
2021032201,710
2021032200,159
2021032123,1083
2021032122,888
2021032121,1882
2021032120,1531
2021032119,2470
2021032118,2476
2021032117,4323
2021032116,4157
2021032115,4860
2021032114,3813
2021032113,3327
2021032112,2584
2021032111,4232
2021032110,4674
2021032109,6040
2021032108,3891
2021032107,1189
2021032106,111
2021032105,673
2021032104,42
2021032103,666
2021032102,56
2021032101,728
2021032100,192
2021032023,1083
2021032022,824
2021032021,1700
2021032020,1325
2021032019,2440
2021032018,2537
2021032017,5060
2021032016,5539
2021032015,6455
2021032014,5583
2021032013,4320
2021032012,3647
2021032011,7180
2021032010,8771
2021032009,10244
2021032008,7137
2021032007,1520
2021032006,199
2021032005,747
2021032004,41
2021032003,692
2021032002,72
2021032001,767
2021032000,291
2021031923,1196
2021031922,1108
2021031921,2539
2021031920,3142
2021031919,6649
2021031918,14902
2021031917,40540
2021031916,56752
2021031915,61666
2021031914,67830
2021031913,31328
2021031912,14661
2021031911,42322
2021031910,58309
2021031909,77823
2021031908,82946
2021031907,5683
2021031906,424
2021031905,749
2021031904,146
2021031903,708
2021031902,196
2021031901,833
2021031900,410
2021031823,1421
2021031822,1670
2021031821,2802
2021031820,3327
2021031819,6981
2021031818,14617
2021031817,40577
2021031816,56310
2021031815,61601
2021031814,69331
2021031813,31565
2021031812,13989
2021031811,42600
2021031810,57755
2021031809,83682
2021031808,84927
2021031807,5704
2021031806,448
2021031805,770
2021031804,138
2021031803,760
2021031802,134
2021031801,817
2021031800,380
2021031723,1277
2021031722,1224
2021031721,2714
2021031720,3274
2021031719,6774
2021031718,14816
2021031717,40777
2021031716,58233
2021031715,61687
2021031714,69535
2021031713,31777
2021031712,13695
2021031711,41448
2021031710,57831
2021031709,79641
2021031708,85298
2021031707,5966
2021031706,467
2021031705,771
2021031704,141
2021031703,733
2021031702,152
2021031701,790
2021031700,381
2021031623,1395
2021031622,1320
2021031621,2726
2021031620,3224
2021031619,6854
2021031618,14919
2021031617,39971
2021031616,56439
2021031615,61745
2021031614,70075
2021031613,32085
2021031612,13643
2021031611,41842
2021031610,59029
2021031609,83171
2021031608,87253
2021031607,5995
2021031606,501
2021031605,749
2021031604,118
2021031603,720
2021031602,143
2021031601,774
2021031600,312
2021031523,1192
2021031522,1350
2021031521,2806
2021031520,3401
2021031519,7093
2021031518,15512
2021031517,41603
2021031516,59277
2021031515,64527
2021031514,74578
2021031513,34052
2021031512,14547
2021031511,44609
2021031510,63864
2021031509,86118
2021031508,86059
2021031507,5736
2021031506,335
2021031505,743
2021031504,116
2021031503,696
2021031502,130
2021031501,746
2021031500,274
2021031423,1113
2021031422,935
2021031421,1915
2021031420,1517
2021031419,2296
2021031418,2238
2021031417,3994
2021031416,4007
2021031415,4573
2021031414,3630
2021031413,3270
2021031412,2282
2021031411,4072
2021031410,4769
2021031409,5710
2021031408,3712
2021031407,1134
2021031406,170
2021031405,709
2021031404,115
2021031403,697
2021031402,118
2021031401,741
2021031400,273
2021031323,1045
2021031322,704
2021031321,1659
2021031320,1263
2021031319,2246
2021031318,2580
2021031317,5004
2021031316,5016
2021031315,5910
2021031314,4858
2021031313,4136
2021031312,3454
2021031311,6675
2021031310,8107
2021031309,9844
2021031308,7096
2021031307,1513
2021031306,210
2021031305,716
2021031304,118
2021031303,724
2021031302,150
2021031301,727
2021031300,305
2021031223,1184
2021031222,1080
2021031221,2368
2021031220,2798
2021031219,6451
2021031218,14342
2021031217,38311
2021031216,53251
2021031215,58053
2021031214,64900
2021031213,29787
2021031212,13087
2021031211,39234
2021031210,55130
2021031209,74737
2021031208,81029
2021031207,5410
2021031206,487
2021031205,724
2021031204,128
2021031203,697
2021031202,131
2021031201,764
2021031200,312
2021031123,1219
2021031122,1179
2021031121,2497
2021031120,3133
2021031119,6286
2021031118,13981
2021031117,38360
2021031116,54291
2021031115,59409
2021031114,67245
2021031113,30527
2021031112,12735
2021031111,39610
2021031110,56636
2021031109,77728
2021031108,83271
2021031107,5414
2021031106,303
2021031105,654
2021031104,66
2021031103,636
2021031102,76
2021031101,699
2021031100,235
2021031023,1193
2021031022,1033
2021031021,2372
2021031020,3161
2021031019,6102
2021031018,13951
2021031017,38737
2021031016,54580
2021031015,60385
2021031014,67045
2021031013,29832
2021031012,12838
2021031011,39039
2021031010,55435
2021031009,76692
2021031008,83879
2021031007,5300
2021031006,331
2021031005,228
2021031004,158
2021031003,245
2021031002,75
2021031001,293
2021031000,327
2021030923,685
2021030922,1139
2021030921,1995
2021030920,3342
2021030919,6195
2021030918,14115
2021030917,38335
2021030916,54923
2021030915,60724
2021030914,68943
2021030913,30790
2021030912,13236
2021030911,40666
2021030910,57144
2021030909,78664
2021030908,85456
2021030907,5515
2021030906,323
2021030905,645
2021030904,54
2021030903,653
2021030902,58
2021030901,659
2021030900,251
2021030823,1080
2021030822,961
2021030821,2126
2021030820,2279
2021030819,4673
2021030818,9677
2021030817,27304
2021030816,37725
2021030815,42251
2021030814,48661
2021030813,24757
2021030812,13837
2021030811,40887
2021030810,55763
2021030809,78582
2021030808,81196
2021030807,5504
2021030806,353
2021030805,654
2021030804,91
2021030803,622
2021030802,97
2021030801,666
2021030800,230
2021030723,1019
2021030722,838
2021030721,1715
2021030720,1311
2021030719,2314
2021030718,2419
2021030717,4202
2021030716,4166
2021030715,4728
2021030714,3747
2021030713,3309
2021030712,2266
2021030711,4025
2021030710,4563
2021030709,5635
2021030708,3570
2021030707,1088
2021030706,138
2021030705,647
2021030704,81
2021030703,642
2021030702,93
2021030701,681
2021030700,235
2021030623,986
2021030622,761
2021030621,1571
2021030620,1173
2021030619,2019
2021030618,2414
2021030617,4705
2021030616,4852
2021030615,5625
2021030614,4581
2021030613,3967
2021030612,3310
2021030611,6052
2021030610,7863
2021030609,9226
2021030608,6550
2021030607,1321
2021030606,119
2021030605,587
2021030604,46
2021030603,576
2021030602,72
2021030601,599
2021030600,193
2021030523,953
2021030522,844
2021030521,2197
2021030520,2616
2021030519,5789
2021030518,13138
2021030517,35928
2021030516,50159
2021030515,55851
2021030514,62560
2021030513,28404
2021030512,12778
2021030511,37452
2021030510,51680
2021030509,71080
2021030508,76693
2021030507,4908
2021030506,321
2021030505,619
2021030504,36
2021030503,577
2021030502,53
2021030501,621
2021030500,186
2021030423,1048
2021030422,1011
2021030421,2166
2021030420,2582
2021030419,5872
2021030418,13228
2021030417,36915
2021030416,50175
2021030415,55785
2021030414,62465
2021030413,28118
2021030412,11731
2021030411,37441
2021030410,53904
2021030409,71315
2021030408,81587
2021030407,5212
2021030406,280
2021030405,582
2021030404,47
2021030403,558
2021030402,68
2021030401,621
2021030400,233
2021030323,1086
2021030322,1246
2021030321,2711
2021030320,3169
2021030319,6539
2021030318,13552
2021030317,36368
2021030316,51265
2021030315,56343
2021030314,62986
2021030313,28273
2021030312,11735
2021030311,36589
2021030310,51826
2021030309,71805
2021030308,78679
2021030307,5036
2021030306,272
2021030305,565
2021030304,39
2021030303,565
2021030302,58
2021030301,597
2021030300,183
2021030223,974
2021030222,1043
2021030221,1941
2021030220,2886
2021030219,5887
2021030218,13513
2021030217,35984
2021030216,49357
2021030215,57070
2021030214,63957
2021030213,28917
2021030212,12079
2021030211,39216
2021030210,54615
2021030209,72929
2021030208,79688
2021030207,5146
2021030206,316
2021030205,637
2021030204,36
2021030203,549
2021030202,63
2021030201,595
2021030200,202
2021030123,959
2021030122,1061
2021030121,2141
2021030120,2719
2021030119,6054
2021030118,13605
2021030117,37857
2021030116,53973
2021030115,59329
2021030114,66708
2021030113,30284
2021030112,12645
2021030111,40758
2021030110,58794
2021030109,80919
2021030108,79548
2021030107,4929
2021030106,265
2021030105,545
2021030104,70
2021030103,527
2021030102,54
2021030101,592
2021030100,188
2021022823,1036
2021022822,948
2021022821,2043
2021022820,1908
2021022819,2811
2021022818,3523
2021022817,5482
2021022816,6246
2021022815,6942
2021022814,5821
2021022813,4723
2021022812,3960
2021022811,6515
2021022810,7620
2021022809,7857
2021022808,5071
2021022807,1108
2021022806,100
2021022805,538
2021022804,34
2021022803,536
2021022802,57
2021022801,601
2021022800,219
2021022723,947
2021022722,938
2021022721,1797
2021022720,1553
2021022719,2687
2021022718,3499
2021022717,6240
2021022716,6548
2021022715,7184
2021022714,6195
2021022713,5214
2021022712,4375
2021022711,8014
2021022710,9830
2021022709,11378
2021022708,7860
2021022707,1419
2021022706,130
2021022705,561
2021022704,97
2021022703,520
2021022702,99
2021022701,610
2021022700,244
2021022623,1186
2021022622,1023
2021022621,2156
2021022620,2197
2021022619,4937
2021022618,12472
2021022617,36830
2021022616,52146
2021022615,60142
2021022614,65595
2021022613,31478
2021022612,15904
2021022611,43453
2021022610,60350
2021022609,81010
2021022608,83314
2021022607,4532
2021022606,324
2021022605,580
2021022604,97
2021022603,553
2021022602,96
2021022601,665
2021022600,263
2021022523,1108
2021022522,1327
2021022521,2752
2021022520,3432
2021022519,7031
2021022518,16081
2021022517,43258
2021022516,60984
2021022515,65448
2021022514,70656
2021022513,32442
2021022512,14255
2021022511,44421
2021022510,60390
2021022509,82140
2021022508,82738
2021022507,4161
2021022506,259
2021022505,545
2021022504,41
2021022503,536
2021022502,60
2021022501,581
2021022500,278
2021022423,1077
2021022422,1155
2021022421,2434
2021022420,3236
2021022419,6470
2021022418,14309
2021022417,40656
2021022416,58150
2021022415,63992
2021022414,70691
2021022413,32212
2021022412,14956
2021022411,43746
2021022410,60296
2021022409,81156
2021022408,86873
2021022407,4424
2021022406,245
2021022405,509
2021022404,40
2021022403,519
2021022402,65
2021022401,568
2021022400,217
2021022323,1026
2021022322,1122
2021022321,2262
2021022320,3074
2021022319,6561
2021022318,14426
2021022317,41629
2021022316,58369
2021022315,63829
2021022314,70224
2021022313,31728
2021022312,13478
2021022311,44823
2021022310,61432
2021022309,79340
2021022308,84422
2021022307,3931
2021022306,252
2021022305,68
2021022304,37
2021022303,36
2021022302,45
2021022301,94
2021022300,226
2021022223,449
2021022222,959
2021022221,1709
2021022220,3007
2021022219,5753
2021022218,14112
2021022217,38968
2021022216,57921
2021022215,62290
2021022214,68888
2021022213,31886
2021022212,13372
2021022211,42670
2021022210,62701
2021022209,83156
2021022208,86320
2021022207,4646
2021022206,249
2021022205,513
2021022204,39
2021022203,521
2021022202,55
2021022201,551
2021022200,176
2021022123,836
2021022122,750
2021022121,1485
2021022120,1365
2021022119,1967
2021022118,2405
2021022117,4370
2021022116,4442
2021022115,4891
2021022114,3681
2021022113,3222
2021022112,2698
2021022111,4630
2021022110,5373
2021022109,6255
2021022108,4345
2021022107,987
2021022106,92
2021022105,494
2021022104,37
2021022103,493
2021022102,50
2021022101,546
2021022100,184
2021022023,946
2021022022,874
2021022021,1943
2021022020,2384
2021022019,5226
2021022018,11862
2021022017,35228
2021022016,49411
2021022015,54683
2021022014,61874
2021022013,27072
2021022012,11048
2021022011,36404
2021022010,54124
2021022009,73970
2021022008,79581
2021022007,3766
2021022006,182
2021022005,513
2021022004,34
2021022003,499
2021022002,39
2021022001,523
2021022000,198
2021021923,939
2021021922,831
2021021921,1917
2021021920,2409
2021021919,5037
2021021918,11078
2021021917,35451
2021021916,50823
2021021915,56451
2021021914,63301
2021021913,27128
2021021912,10210
2021021911,35261
2021021910,53052
2021021909,72672
2021021908,80968
2021021907,4062
2021021906,188
2021021905,507
2021021904,26
2021021903,489
2021021902,48
2021021901,506
2021021900,155
2021021823,848
2021021822,834
2021021821,1601
2021021820,1753
2021021819,3761
2021021818,8316
2021021817,30316
2021021816,46673
2021021815,52778
2021021814,60155
2021021813,27248
2021021812,9367
2021021811,34460
2021021810,53824
2021021809,80317
2021021808,84644
2021021807,4037
2021021806,184
2021021805,481
2021021804,40
2021021803,476
2021021802,54
2021021801,492
2021021800,111
2021021723,708
2021021722,471
2021021721,1172
2021021720,802
2021021719,1576
2021021718,1211
2021021717,2629
2021021716,2768
2021021715,3427
2021021714,3020
2021021713,2420
2021021712,1786
2021021711,3351
2021021710,4197
2021021709,5289
2021021708,2902
2021021707,762
2021021706,73
2021021705,488
2021021704,24
2021021703,503
2021021702,46
2021021701,496
2021021700,159
2021021623,673
2021021622,358
2021021621,972
2021021620,559
2021021619,1125
2021021618,780
2021021617,1914
2021021616,1955
2021021615,2356
2021021614,1956
2021021613,1888
2021021612,1443
2021021611,2765
2021021610,3362
2021021609,4311
2021021608,2393
2021021607,701
2021021606,43
2021021605,477
2021021604,25
2021021603,469
2021021602,33
2021021601,477
2021021600,93
2021021523,636
2021021522,273
2021021521,825
2021021520,508
2021021519,986
2021021518,678
2021021517,1803
2021021516,1695
2021021515,2238
2021021514,1597
2021021513,1653
2021021512,1109
2021021511,2178
2021021510,2876
2021021509,4077
2021021508,1944
2021021507,715
2021021506,75
2021021505,470
2021021504,23
2021021503,467
2021021502,97
2021021501,495
2021021500,78
2021021423,620
2021021422,313
2021021421,1000
2021021420,418
2021021419,911
2021021418,697
2021021417,1375
2021021416,1258
2021021415,1857
2021021414,1526
2021021413,1042
2021021412,1014
2021021411,1663
2021021410,2574
2021021409,2699
2021021408,1787
2021021407,215
2021021406,58
2021021405,33
2021021404,25
2021021403,29
2021021402,27
2021021401,46
2021021400,57
2021021323,174
2021021322,279
2021021321,318
2021021320,376
2021021319,368
2021021318,497
2021021317,943
2021021316,1127
2021021315,1255
2021021314,1216
2021021313,895
2021021312,818
2021021311,1483
2021021310,2528
2021021309,2936
2021021308,1811
2021021307,301
2021021306,171
2021021305,171
2021021304,23
2021021303,107
2021021302,126
2021021301,218
2021021300,72
2021021223,294
2021021222,311
2021021221,467
2021021220,330
2021021219,545
2021021218,618
2021021217,1055
2021021216,1137
2021021215,1395
2021021214,1410
2021021213,1082
2021021212,1034
2021021211,2025
2021021210,2571
2021021209,3202
2021021208,1787
2021021207,689
2021021206,50
2021021205,496
2021021204,30
2021021203,475
2021021202,29
2021021201,508
2021021200,100
2021021123,665
2021021122,256
2021021121,760
2021021120,309
2021021119,815
2021021118,513
2021021117,1445
2021021116,1231
2021021115,2086
2021021114,1607
2021021113,1772
2021021112,1280
2021021111,2819
2021021110,3674
2021021109,4944
2021021108,2719
2021021107,837
2021021106,108
2021021105,478
2021021104,42
2021021103,468
2021021102,40
2021021101,518
2021021100,170
2021021023,877
2021021022,733
2021021021,1391
2021021020,1237
2021021019,2272
2021021018,3366
2021021017,9347
2021021016,14175
2021021015,18619
2021021014,20075
2021021013,13908
2021021012,10764
2021021011,24140
2021021010,35677
2021021009,49978
2021021008,49690
2021021007,2907
2021021006,172
2021021005,517
2021021004,37
2021021003,490
2021021002,52
2021021001,563
2021021000,233
2021020923,1056
2021020922,1126
2021020921,2016
2021020920,2279
2021020919,4515
2021020918,9645
2021020917,29007
2021020916,41516
2021020915,45275
2021020914,48340
2021020913,24476
2021020912,12419
2021020911,34251
2021020910,49307
2021020909,66981
2021020908,67341
2021020907,3656
2021020906,320
2021020905,540
2021020904,94
2021020903,532
2021020902,56
2021020901,564
2021020900,271
2021020823,1047
2021020822,1084
2021020821,2203
2021020820,2569
2021020819,5496
2021020818,11971
2021020817,35941
2021020816,52709
2021020815,56476
2021020814,59627
2021020813,28556
2021020812,13579
2021020811,37998
2021020810,57374
2021020809,73932
2021020808,74303
2021020807,4132
2021020806,388
2021020805,654
2021020804,184
2021020803,627
2021020802,197
2021020801,683
2021020800,490
2021020723,1044
2021020722,1317
2021020721,2469
2021020720,2974
2021020719,5784
2021020718,12558
2021020717,35855
2021020716,51031
2021020715,55916
2021020714,61839
2021020713,28818
2021020712,13371
2021020711,39298
2021020710,56224
2021020709,80906
2021020708,75470
2021020707,3785
2021020706,214
2021020705,520
2021020704,33
2021020703,519
2021020702,51
2021020701,554
2021020700,238
2021020623,960
2021020622,819
2021020621,1630
2021020620,1462
2021020619,2506
2021020618,2963
2021020617,5317
2021020616,5748
2021020615,6243
2021020614,5541
2021020613,3870
2021020612,3390
2021020611,6092
2021020610,8462
2021020609,10775
2021020608,7744
2021020607,881
2021020606,209
2021020605,255
2021020604,41
2021020603,120
2021020602,181
2021020601,286
2021020600,263
2021020523,764
2021020522,1332
2021020521,2102
2021020520,2883
2021020519,6012
2021020518,14401
2021020517,37275
2021020516,51693
2021020515,55389
2021020514,60094
2021020513,27258
2021020512,13570
2021020511,36743
2021020510,54060
2021020509,73045
2021020508,70941
